"","Observed","Chao1","se.chao1","ACE","se.ACE","Shannon","Simpson","InvSimpson","Fisher"
"SRR5098679",0,0,NA,NA,NA,0,1,Inf,0
"SRR5098680",11,11,0,NA,NA,1.02573500428242,0.477342216823484,1.91329782543824,1.06899858303509
"SRR5098681",16,16,0,NA,NA,2.25899971786298,0.855895392104848,6.93940335847959,1.59382331029876
"SRR5098682",8,8,0,NA,NA,1.99817369504444,0.85812514785123,7.04846549514919,0.811789664744118
"SRR5098685",9,9,0,NA,NA,0.901914281780865,0.358255977070864,1.55825370283258,0.853959751232218
"SRR5098686",4,4,0,NA,NA,1.3765457308009,0.745337738096933,3.92676948884022,0.485551919856905
"SRR5098687",11,11,0,NA,NA,1.4358577327483,0.600337277767965,2.50210976499185,1.13419279936666
"SRR5098688",12,12,0,NA,NA,1.75634922189615,0.77375678412688,4.42002203752625,1.21099316515549
"SRR5098689",14,14,0,NA,NA,0.682046751585564,0.272533423691391,1.37463360182719,1.31050517533543
"SRR5098690",6,6,0,NA,NA,1.68272674787949,0.791156873590794,4.78828303901468,0.641891706847379
"SRR5098693",9,9,0,NA,NA,1.95834337310377,0.81680565588489,5.45868380833664,0.924703242364857
"SRR5098694",7,7,0,NA,NA,1.11183233236784,0.548483442948229,2.21475820627623,0.66121013824857
"SRR5098695",18,18,0,NA,NA,1.80651972554418,0.73709376834604,3.80363749352359,2.00838527393396
"SRR5098696",3,3,0,NA,NA,0.762013656352686,0.47814485758666,1.9162405785166,0.265184160793469
"SRR5098697",14,14,0,NA,NA,2.06985604684891,0.817810257263009,5.4887832046813,1.36722423957023
"SRR5098698",5,5,0,NA,NA,0.925688867955897,0.486951053438273,1.94913176744957,0.558310120184786
"SRR5098699",1,1,0,NA,NA,0,0,1,0.102733447389224
"SRR5098700",3,3,0,NA,NA,0.655442325205839,0.351085683594453,1.54103550302169,0.371139883977984
"SRR5098701",10,10,0,NA,NA,1.7382060192462,0.727426061083262,3.66872931423377,0.99309258624125
"SRR5098702",5,5,0,NA,NA,0.23965613961728,0.111673748208942,1.12571253859017,0.374190990156657
"SRR5098703",5,5,0,NA,NA,1.47094308580842,0.744048593618668,3.90699162055058,0.5319392451261
"SRR5098704",13,13,0,NA,NA,2.09546032299562,0.835112561749082,6.0647433825629,1.25267891540882
"SRR5098705",8,8,0,NA,NA,0.421391559530798,0.154164615698646,1.18226314311263,0.679581851179313
"SRR5098706",3,3,0,NA,NA,1.06364496971155,0.642225698127245,2.7950582106248,0.333936074003022
"SRR5098710",3,3,0,NA,NA,0.836574776449687,0.536199845679012,2.15610105060016,0.400242734658264
"SRR5098712",6,6,0,NA,NA,1.14974427078594,0.633945921807174,2.7318367956366,0.538893791908695
"SRR5098713",16,16,0,NA,NA,1.72562777069985,0.700885766099662,3.34320432351337,1.66921843152703
"SRR5098714",6,6,0,NA,NA,1.57492082553284,0.749415832438493,3.99067510821307,0.642680170947033
"SRR5098715",7,7,0,NA,NA,1.61737561328586,0.753619175949642,4.05875742909119,0.64590160691376
"SRR5098717",5,5,0,NA,NA,0.94468623566195,0.465201158731907,1.86986194216285,0.497967167549038
"SRR5098718",7,7,0,NA,NA,1.74493694927937,0.796296751109574,4.90910186973949,0.819623149783281
